CONTA,PRODUÇÃO,IMPORTAÇÃO,VARIAÇÃO DE ESTOQUES,EXPORTAÇÃO,NÃO-APROVEITADA,REINJEÇÃO,CONSUMO FINAL NÃO-ENERGÉTICO,SETOR ENERGÉTICO,RESIDENCIAL,COMERCIAL,PÚBLICO,AGROPECUÁRIO,RODOVIÁRIO,FERROVIÁRIO,AÉREO,HIDROVIÁRIO,INDUSTRIAL - TOTAL,Ano
 GASOLINA ,0,44,-2,-1561,0,0,0,0,0,0,0,0,13560,0,47,0,0,2004
 GLP ,0,1149,90,-39,0,0,0,46,5828,284,460,20,0,0,0,0,544,2004
 NAFTA ,0,3443,-220,-13,0,0,7169,0,0,0,0,0,0,0,0,0,0,2004
 QUEROSENE ,0,89,3,-1128,0,0,71,0,13,0,0,0,0,0,2345,0,11,2004
 GÁS DE COQUERIA ,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,1037,2004
 COQUE DE CARVÃO MINERAL ,0,1412,43,0,0,0,0,0,0,0,0,0,0,0,0,0,6817,2004
 URÂNIO CONTIDO NO UO2,0,5627,-8362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
 ELETRICIDADE,0,3216,0,-1,0,0,0,1135,6758,4307,2588,1281,0,89,0,0,14797,2004
 CARVÃO VEGETAL ,0,34,0,-18,0,0,0,0,503,66,0,6,0,0,0,0,5778,2004
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,0,544,-1155,0,0,516,0,0,0,0,0,6445,0,0,0,0,2004
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,2153,24,-237,0,0,145,3361,0,0,0,0,0,0,0,0,5224,2004
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,485,-32,-438,0,0,4163,0,0,0,0,0,0,0,0,0,0,2004
 ALCATRÃO ,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,50,2004
 PETRÓLEO ,77225,17646,317,-12450,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
 GÁS NATURAL ,15681,4448,0,0,-1599,-3020,696,2740,172,206,36,2,1169,0,0,0,5859,2003
 CARVÃO VAPOR ,1785,2276,147,0,0,0,0,0,0,0,0,0,0,0,0,0,2616,2003
 CARVÃO METALÚRGICO ,38,7030,-185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
 URÂNIO U3O8 ,2745,2155,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
 ENERGIA HIDRÁULICA ,26283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
 LENHA ,25965,0,0,0,0,0,0,0,7964,78,0,1990,0,0,0,0,5186,2003
 PRODUTOS DA CANA ,28357,0,0,0,0,0,0,7374,0,0,0,0,0,0,0,0,11981,2003
 OUTRAS FONTES PRIMÁRIAS ,5786,0,0,0,0,0,0,0,109,13,0,0,0,0,0,0,3882,2003
 ÓLEO DIESEL ,0,3239,-154,-696,0,0,0,153,0,86,118,4825,24252,683,0,254,644,2003
 ÓLEO COMBUSTIVEL ,0,89,-10,-8279,0,0,0,1126,0,129,116,83,0,0,0,699,5069,2003
 GASOLINA ,0,142,11,-2074,0,0,0,0,0,0,0,0,13115,0,47,0,0,2003
 GLP ,0,1246,90,-80,0,0,0,41,5710,272,391,18,0,0,0,0,565,2003
 NAFTA ,0,2827,249,0,0,0,7174,0,0,0,0,0,0,0,0,0,0,2003
 QUEROSENE ,0,289,-30,-1120,0,0,72,0,14,0,0,0,0,0,2194,0,13,2003
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,972,2003
 COQUE DE CARVÃO MINERAL ,0,1821,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,6688,2003
 URÂNIO CONTIDO NO UO2,0,1283,-2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
 ELETRICIDADE,0,3195,0,-1,0,0,0,1033,6548,4160,2555,1228,0,84,0,0,13822,2003
 CARVÃO VEGETAL ,0,16,0,-8,0,0,0,0,493,63,0,5,0,0,0,0,4871,2003
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,3,-874,-392,0,0,459,0,0,0,0,0,5794,0,0,0,0,2003
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,2173,23,-237,0,0,138,3077,0,0,0,0,0,0,0,0,5144,2003
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,450,307,-506,0,0,3778,0,0,0,0,0,0,0,0,0,0,2003
 ALCATRÃO ,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,38,2003
 PETRÓLEO ,74927,19669,902,-12100,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
 GÁS NATURAL ,15416,4725,0,0,-2121,-3211,722,2546,136,182,38,2,862,0,0,0,5582,2002
 CARVÃO VAPOR ,1936,2105,-133,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,2002
 CARVÃO METALÚRGICO ,63,6896,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
 URÂNIO U3O8 ,3335,3580,-961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
 ENERGIA HIDRÁULICA ,24604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
 LENHA ,23645,0,0,0,0,0,0,0,7678,65,0,1795,0,0,0,0,4939,2002
 PRODUTOS DA CANA ,25279,0,0,0,0,0,0,6396,0,0,0,0,0,0,0,0,11106,2002
 OUTRAS FONTES PRIMÁRIAS ,5157,0,0,0,0,0,0,0,92,10,0,0,0,0,0,0,3357,2002
 ÓLEO DIESEL ,0,5418,454,-683,0,0,0,89,0,80,171,4773,25075,692,0,293,572,2002
 ÓLEO COMBUSTIVEL ,0,57,-44,-7604,0,0,0,981,0,378,159,106,0,0,0,742,5872,2002
 GASOLINA ,0,126,145,-2624,0,0,0,0,0,0,0,0,12432,0,42,0,0,2002
 GLP ,0,2049,0,-107,0,0,0,10,6112,265,407,20,0,0,0,0,595,2002
 NAFTA ,0,2486,-103,-38,0,0,6580,4,0,0,0,0,0,0,0,0,0,2002
 QUEROSENE ,0,819,29,-741,0,0,93,1,53,0,0,0,0,0,3093,0,16,2002
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,0,0,0,299,22,4,0,0,0,0,0,0,879,2002
 COQUE DE CARVÃO MINERAL ,0,1438,117,0,0,0,0,0,0,0,0,0,0,0,0,0,6676,2002
 URÂNIO CONTIDO NO UO2,0,0,-2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
 ELETRICIDADE,0,3146,0,-1,0,0,0,1001,6257,3905,2413,1111,0,81,0,0,13128,2002
 CARVÃO VEGETAL ,0,8,0,-5,0,0,0,0,435,58,0,5,0,0,0,0,4119,2002
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,1,550,-392,0,0,472,0,0,0,0,0,6087,0,0,0,0,2002
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,1895,196,-243,0,0,165,3067,0,0,0,0,0,0,0,0,5234,2002
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,424,-34,-124,0,0,4462,0,0,0,0,0,0,0,0,0,0,2002
 ALCATRÃO ,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,78,2002
 PETRÓLEO ,66742,21570,2362,-5719,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
 GÁS NATURAL ,13894,4053,0,0,-2600,-2799,702,2198,123,141,18,0,503,0,0,0,4569,2001
 CARVÃO VAPOR ,2175,1862,457,0,0,0,0,0,0,0,0,0,0,0,0,0,2203,2001
 CARVÃO METALÚRGICO ,10,7199,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
 URÂNIO U3O8 ,669,1632,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
 ENERGIA HIDRÁULICA ,23037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
 LENHA ,22437,0,0,0,0,0,0,0,6857,71,0,1638,0,0,0,0,5132,2001
 PRODUTOS DA CANA ,22800,0,0,0,0,0,0,5834,0,0,0,0,0,0,0,0,9841,2001
 OUTRAS FONTES PRIMÁRIAS ,4705,0,0,0,0,0,0,0,70,6,0,0,0,0,0,0,3055,2001
 ÓLEO DIESEL ,0,5587,10,-719,0,0,0,258,0,60,114,4855,24071,456,0,313,491,2001
 ÓLEO COMBUSTIVEL ,0,12,69,-7312,0,0,0,1039,0,312,230,144,0,1,0,711,6033,2001
 GASOLINA ,0,246,29,-2298,0,0,0,0,0,0,0,0,12995,0,56,0,0,2001
 GLP ,0,2349,50,-5,0,0,0,4,6330,267,391,21,0,0,0,0,729,2001
 NAFTA ,0,2532,-19,0,0,0,7903,4,0,0,0,0,0,0,0,0,0,2001
 QUEROSENE ,0,1037,-12,-613,0,0,94,1,53,0,0,0,0,0,3215,0,16,2001
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,0,0,0,328,25,8,2,0,0,0,0,0,892,2001
 COQUE DE CARVÃO MINERAL ,0,1116,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6327,2001
 URÂNIO CONTIDO NO UO2,0,74,-813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
 ELETRICIDADE,0,3255,0,-1,0,0,0,959,6344,3841,2334,1066,0,103,0,0,11989,2001
 CARVÃO VEGETAL ,0,12,0,-6,0,0,0,0,418,61,0,5,0,0,0,0,3925,2001
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,60,219,-163,0,0,675,0,0,0,0,0,5377,0,0,0,0,2001
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,2467,-55,-140,0,0,156,2950,0,21,0,0,0,0,0,0,5444,2001
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,234,-350,-78,0,0,3876,0,0,0,0,0,0,0,0,0,0,2001
 ALCATRÃO ,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,75,2001
 PETRÓLEO ,63849,20537,-1273,-963,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
 GÁS NATURAL ,13185,1945,0,0,-2351,-2523,731,2066,100,69,7,0,275,0,0,0,3867,2000
 CARVÃO VAPOR ,2603,1917,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2269,2000
 CARVÃO METALÚRGICO ,10,7300,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
 URÂNIO U3O8 ,132,618,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
 ENERGIA HIDRÁULICA ,26179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
 LENHA ,23054,4,0,0,0,0,0,0,6570,75,0,1638,0,0,0,0,5344,2000
 PRODUTOS DA CANA ,19895,0,0,0,0,0,0,5523,0,0,0,0,0,0,0,0,7858,2000
 OUTRAS FONTES PRIMÁRIAS ,4494,0,0,0,0,0,0,0,53,2,0,0,0,0,0,0,3000,2000
 ÓLEO DIESEL ,0,4986,-225,-641,0,0,0,253,0,67,118,4452,23410,403,0,277,524,2000
 ÓLEO COMBUSTIVEL ,0,68,-235,-5303,0,0,0,1080,0,354,234,106,0,0,0,648,7077,2000
 GASOLINA ,0,47,-175,-1579,0,0,0,0,0,0,0,0,13261,0,58,0,0,2000
 GLP ,0,3117,-109,-6,0,0,0,46,6325,217,369,16,0,0,0,0,871,2000
 NAFTA ,0,2912,4,0,0,0,8098,4,0,0,0,0,0,0,0,0,0,2000
 QUEROSENE ,0,742,0,-678,0,0,62,1,36,0,0,0,0,0,3124,0,19,2000
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-14,0,0,318,60,18,3,0,0,0,0,0,933,2000
 COQUE DE CARVÃO MINERAL ,0,1112,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,6506,2000
 URÂNIO CONTIDO NO UO2,0,0,-222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
 ELETRICIDADE,0,3814,0,-1,0,0,0,901,7191,4086,2511,1106,0,107,0,0,12632,2000
 CARVÃO VEGETAL ,0,7,0,-5,0,0,0,0,409,63,0,5,0,0,0,0,4337,2000
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,33,949,-116,0,0,637,0,0,0,0,0,5820,0,0,0,0,2000
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,1940,-35,-175,0,0,172,2656,0,21,0,0,0,0,0,0,5178,2000
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,157,20,-238,0,0,4450,0,0,0,0,0,0,0,0,0,0,2000
 ALCATRÃO ,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,77,2000
 PETRÓLEO ,56612,24169,282,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
 GÁS NATURAL ,11810,352,0,0,-2258,-2143,710,1539,69,41,9,0,140,0,0,0,3094,1999
 CARVÃO VAPOR ,2110,1717,469,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1999
 CARVÃO METALÚRGICO ,19,7219,-144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
 URÂNIO U3O8 ,0,6,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
 ENERGIA HIDRÁULICA ,25198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
 LENHA ,22126,4,0,0,0,0,0,0,6421,84,0,1724,0,0,0,0,5271,1999
 PRODUTOS DA CANA ,24575,0,0,0,0,0,0,6752,0,0,0,0,0,0,0,0,9935,1999
 OUTRAS FONTES PRIMÁRIAS ,4018,0,0,0,0,0,0,0,47,2,0,0,0,0,0,0,2887,1999
 ÓLEO DIESEL ,0,4475,-145,-506,0,0,0,240,0,72,251,4617,22704,350,0,341,509,1999
 ÓLEO COMBUSTIVEL ,0,228,118,-4394,0,0,0,1338,0,343,247,87,0,0,0,755,7774,1999
 GASOLINA ,0,176,-44,-1242,0,0,0,0,0,0,0,0,13770,0,58,0,0,1999
 GLP ,0,3299,-16,-3,0,0,0,20,6332,189,306,13,0,0,0,0,800,1999
 NAFTA ,0,2974,-35,0,0,0,7912,4,0,0,0,0,0,0,0,0,0,1999
 QUEROSENE ,0,850,-51,-833,0,0,26,1,37,0,0,0,0,0,2931,0,19,1999
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-10,0,0,288,65,19,4,0,0,0,0,0,872,1999
 COQUE DE CARVÃO MINERAL ,0,795,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5829,1999
 URÂNIO CONTIDO NO UO2,0,0,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
 ELETRICIDADE,0,3437,0,-1,0,0,0,896,6991,3749,2412,1090,0,101,0,0,11915,1999
 CARVÃO VEGETAL ,0,6,0,-6,0,0,0,0,378,61,0,5,0,0,0,0,3956,1999
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,189,677,-206,0,0,612,0,0,0,0,0,6798,0,0,0,0,1999
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,1708,-130,-107,0,0,168,2369,0,0,0,0,0,0,0,0,4227,1999
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,238,-44,-130,0,0,4103,0,0,0,0,0,0,0,0,0,0,1999
 ALCATRÃO ,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,78,1999
 PETRÓLEO ,50512,28505,-234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
 GÁS NATURAL ,10708,0,0,0,-1981,-1914,743,1294,77,52,11,0,116,0,0,0,2756,1998
 CARVÃO VAPOR ,2067,1389,-284,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,1998
 CARVÃO METALÚRGICO ,13,7745,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
 URÂNIO U3O8 ,23,5413,-352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
 ENERGIA HIDRÁULICA ,25066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
 LENHA ,21261,4,0,0,0,0,0,0,6214,86,0,1777,0,0,0,0,5219,1998
 PRODUTOS DA CANA ,25155,0,0,0,0,0,0,7478,0,0,0,0,0,0,0,0,9207,1998
 OUTRAS FONTES PRIMÁRIAS ,3493,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,2529,1998
 ÓLEO DIESEL ,0,5351,-59,-466,0,0,0,211,0,75,153,4475,22453,350,0,297,526,1998
 ÓLEO COMBUSTIVEL ,0,56,-136,-3865,0,0,0,1678,0,325,245,45,0,0,0,773,8931,1998
 GASOLINA ,0,164,182,-1343,0,0,0,0,0,0,0,0,14772,0,62,0,0,1998
 GLP ,0,3082,61,-4,0,0,0,19,6202,151,207,8,0,0,0,0,748,1998
 NAFTA ,0,3832,-28,-4,0,0,7198,4,0,0,0,0,0,0,0,0,0,1998
 QUEROSENE ,0,829,-21,-883,0,0,26,1,29,0,0,0,0,0,3145,0,26,1998
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-16,0,0,338,71,20,3,0,0,0,0,0,999,1998
 COQUE DE CARVÃO MINERAL ,0,1161,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,6538,1998
 URÂNIO CONTIDO NO UO2,0,0,-3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
 ELETRICIDADE,0,3389,0,-1,0,0,0,828,6827,3576,2342,998,0,101,0,0,11733,1998
 CARVÃO VEGETAL ,0,7,0,-6,0,0,0,0,380,60,0,6,0,0,0,0,3539,1998
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,83,118,-72,0,0,607,0,0,0,0,0,6783,0,0,0,0,1998
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,759,-39,-86,0,0,123,2519,0,0,0,0,0,0,0,0,2660,1998
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,190,168,-179,0,0,4223,0,0,0,0,0,0,0,0,0,0,1998
 ALCATRÃO ,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,58,1998
 PETRÓLEO ,43590,29762,-289,-132,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
 GÁS NATURAL ,9752,0,0,0,-1566,-1691,676,1189,71,73,8,0,41,0,0,0,2814,1997
 CARVÃO VAPOR ,2111,1273,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,1997
 CARVÃO METALÚRGICO ,58,7877,-131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
 URÂNIO U3O8 ,0,8385,-1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
 ENERGIA HIDRÁULICA ,23992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
 LENHA ,21663,1,0,0,0,0,0,0,6062,91,0,1851,0,0,0,0,4916,1997
 PRODUTOS DA CANA ,25939,0,0,0,0,0,0,8605,0,0,0,0,0,0,0,0,8069,1997
 OUTRAS FONTES PRIMÁRIAS ,3321,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,2382,1997
 ÓLEO DIESEL ,0,5130,64,-521,0,0,0,184,0,70,151,4659,21422,329,0,250,505,1997
 ÓLEO COMBUSTIVEL ,0,458,180,-2412,0,0,0,1772,0,287,254,80,0,0,0,748,9160,1997
 GASOLINA ,0,308,34,-516,0,0,0,0,0,0,0,0,14156,0,58,0,0,1997
 GLP ,0,2876,-63,-4,0,0,0,17,6177,139,125,4,0,0,0,0,655,1997
 NAFTA ,0,3729,127,0,0,0,7182,4,0,0,0,0,0,0,0,0,0,1997
 QUEROSENE ,0,723,63,-890,0,0,27,1,31,0,0,0,0,0,2868,0,32,1997
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-12,0,0,358,71,19,4,0,0,0,0,0,1037,1997
 COQUE DE CARVÃO MINERAL ,0,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6695,1997
 URÂNIO CONTIDO NO UO2,0,0,-6157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
 ELETRICIDADE,0,3481,0,-1,0,0,0,786,6370,3283,2222,929,0,98,0,0,11655,1997
 CARVÃO VEGETAL ,0,7,0,-3,0,0,0,0,396,61,0,6,0,0,0,0,3916,1997
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,458,-929,-90,0,0,526,0,0,0,0,0,6910,0,0,0,0,1997
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,419,-24,-219,0,0,115,2508,0,0,0,0,0,0,0,0,2013,1997
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,212,83,-129,0,0,3746,0,0,0,0,0,0,0,0,0,0,1997
 ALCATRÃO ,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,97,1997
 PETRÓLEO ,40521,29407,-1609,-107,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
 GÁS NATURAL ,9088,0,0,0,-1512,-1631,772,1113,63,38,5,0,32,0,0,0,2516,1996
 CARVÃO VAPOR ,1792,909,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,1996
 CARVÃO METALÚRGICO ,85,8322,-148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
 URÂNIO U3O8 ,0,1409,-1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
 ENERGIA HIDRÁULICA ,22856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
 LENHA ,21969,2,0,0,0,0,0,0,5987,94,0,1869,0,0,0,0,4945,1996
 PRODUTOS DA CANA ,23397,0,0,0,0,0,0,7629,0,0,0,0,0,0,0,0,7314,1996
 OUTRAS FONTES PRIMÁRIAS ,3121,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,2290,1996
 ÓLEO DIESEL ,0,4272,-34,-356,0,0,0,171,0,71,81,4480,20165,406,0,380,455,1996
 ÓLEO COMBUSTIVEL ,0,1676,-155,-2163,0,0,0,1501,0,280,306,83,0,0,0,1003,8874,1996
 GASOLINA ,0,748,-70,-475,0,0,0,0,0,0,0,0,12946,0,52,0,0,1996
 GLP ,0,2744,5,0,0,0,0,10,6144,131,67,1,0,0,0,0,488,1996
 NAFTA ,0,2594,-137,0,0,0,5777,11,0,0,0,0,0,0,0,0,0,1996
 QUEROSENE ,0,578,-74,-815,0,0,37,2,53,1,0,0,0,0,2549,0,23,1996
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-40,0,0,374,78,26,6,0,0,0,0,0,1040,1996
 COQUE DE CARVÃO MINERAL ,0,1184,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,6807,1996
 URÂNIO CONTIDO NO UO2,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
 ELETRICIDADE,0,3145,0,-1,0,0,0,776,5939,2991,2070,847,0,99,0,0,11159,1996
 CARVÃO VEGETAL ,0,5,0,0,0,0,0,0,395,59,1,8,0,0,0,0,4091,1996
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,673,-67,-111,0,0,578,0,0,0,0,0,7152,0,0,0,0,1996
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,114,-7,-99,0,0,92,2254,0,0,17,0,0,0,0,0,1827,1996
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,294,-27,-180,0,0,3475,0,0,0,0,0,0,0,0,0,0,1996
 ALCATRÃO ,0,0,0,0,0,0,167,2,0,0,0,0,0,0,0,0,73,1996
 PETRÓLEO ,35776,25984,2300,-694,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
 GÁS NATURAL ,7896,0,0,0,-1070,-1403,841,898,46,26,5,0,43,0,0,0,2070,1995
 CARVÃO VAPOR ,1967,475,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,1995
 CARVÃO METALÚRGICO ,68,8104,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
 URÂNIO U3O8 ,0,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
 ENERGIA HIDRÁULICA ,21836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
 LENHA ,23261,1,0,0,0,0,0,0,6108,90,1,1884,0,0,0,0,4963,1995
 PRODUTOS DA CANA ,21778,0,0,0,0,0,0,7170,0,0,0,0,0,0,0,0,7175,1995
 OUTRAS FONTES PRIMÁRIAS ,2953,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,2136,1995
 ÓLEO DIESEL ,0,3700,145,-569,0,0,0,147,0,71,184,4275,19280,440,0,319,490,1995
 ÓLEO COMBUSTIVEL ,0,713,108,-1783,0,0,0,1674,0,274,400,94,0,1,0,786,7899,1995
 GASOLINA ,0,719,-44,-817,0,0,0,0,0,0,0,0,11057,0,48,0,0,1995
 GLP ,0,2611,-23,0,0,0,0,10,5887,128,56,1,0,0,0,0,401,1995
 NAFTA ,0,2716,62,0,0,0,5943,30,0,0,0,0,0,0,0,0,0,1995
 QUEROSENE ,0,536,26,-728,0,0,34,1,71,1,0,0,0,0,2387,0,30,1995
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-36,0,0,364,81,28,5,0,0,0,0,0,1052,1995
 COQUE DE CARVÃO MINERAL ,0,1226,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,6808,1995
 URÂNIO CONTIDO NO UO2,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
 ELETRICIDADE,0,3040,0,0,0,0,0,714,5468,2777,1985,789,0,104,0,0,10937,1995
 CARVÃO VEGETAL ,0,10,0,-6,0,0,0,0,434,56,2,7,0,0,0,0,4416,1995
 ÁLCOOL ETÍLICO ANIDRO E HIDRATADO ,0,1248,-6,-205,0,0,611,0,0,0,0,0,6870,0,0,0,0,1995
 OUTRAS SECUNDÁRIAS DE PETRÓLEO ,0,0,16,0,-136,0,292,1823,0,0,17,0,0,0,0,0,1659,1995
 PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO ,0,302,-41,-92,0,0,3007,0,0,0,0,0,0,0,0,0,0,1995
 ALCATRÃO ,0,0,0,0,0,0,67,2,0,0,0,0,0,0,0,0,185,1995
 PETRÓLEO ,34446,28488,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
 GÁS NATURAL ,7699,0,0,0,-1070,-1501,984,908,26,13,3,0,40,0,0,0,1781,1994
 CARVÃO VAPOR ,1943,263,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,1994
 CARVÃO METALÚRGICO ,76,8032,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
 URÂNIO U3O8 ,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
 ENERGIA HIDRÁULICA ,20873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
 LENHA ,24858,0,0,0,0,0,0,0,6742,91,1,1847,0,0,0,0,5083,1994
 PRODUTOS DA CANA ,22010,0,0,0,0,0,0,7530,0,0,0,0,0,0,0,0,7016,1994
 OUTRAS FONTES PRIMÁRIAS ,3031,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,2209,1994
 ÓLEO DIESEL ,0,2845,-188,-818,0,0,0,246,0,70,183,4014,18106,411,0,306,471,1994
 ÓLEO COMBUSTIVEL ,0,2802,-25,-2648,0,0,0,1650,0,282,374,63,0,0,0,818,7337,1994
 GASOLINA ,0,24,177,-2361,0,0,0,0,0,0,0,0,9235,0,52,0,0,1994
 GLP ,0,1923,22,0,0,0,0,15,5613,129,43,1,0,0,0,0,322,1994
 NAFTA ,0,2566,-34,-211,0,0,6135,5,0,0,0,0,0,0,0,0,0,1994
 QUEROSENE ,0,342,75,-682,0,0,32,5,78,2,0,0,0,0,2046,0,37,1994
 GÁS DE CIDADE E DE COQUERIA ,0,0,0,0,-49,0,0,386,95,32,5,0,0,0,0,0,1001,1994
