Fonte/Tecnologia,Ano 2015,Ano 2030,Ano 2040,Ano 2050,Cenário
Eólica,6556,44557,93696,148228,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Solar,21,2170,4719,18618,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Outros,490,490,490,490,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Pot. Compl.,0,7149,30161,60210,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
GD,17,13669,27728,49888,53. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo 50% maior na entressafra
Hidro,95237,136838,159086,165108,64. GN Pré-Sal ao preço de US$ 6/MMBtu
Gás Natural,11242,17916,18792,19829,64. GN Pré-Sal ao preço de US$ 6/MMBtu
Carvão,3174,2251,340,0,64. GN Pré-Sal ao preço de US$ 6/MMBtu
Nuclear,1990,3395,3395,3395,64. GN Pré-Sal ao preço de US$ 6/MMBtu
Óleos Comb,5184,0,0,0,64. GN Pré-Sal ao preço de US$ 6/MMBtu
Biomassa,12000,22989,22989,22989,64. GN Pré-Sal ao preço de US$ 6/MMBtu
Eólica,6556,43487,104400,145052,64. GN Pré-Sal ao preço de US$ 6/MMBtu
Solar,21,2170,4719,47677,64. GN Pré-Sal ao preço de US$ 6/MMBtu
Outros,490,490,490,490,64. GN Pré-Sal ao preço de US$ 6/MMBtu
Pot. Compl.,0,12502,34468,66796,64. GN Pré-Sal ao preço de US$ 6/MMBtu
GD,17,13669,27728,49888,64. GN Pré-Sal ao preço de US$ 6/MMBtu
Hidro,95237,137106,156364,161733,60. Expansão de 10.000 MW de Usinas Nucleares
Gás Natural,11242,17026,24427,24664,60. Expansão de 10.000 MW de Usinas Nucleares
Carvão,3174,2251,340,0,60. Expansão de 10.000 MW de Usinas Nucleares
Nuclear,1990,3395,9395,13395,60. Expansão de 10.000 MW de Usinas Nucleares
Óleos Comb,5184,0,0,0,60. Expansão de 10.000 MW de Usinas Nucleares
Biomassa,12000,25096,25096,25096,60. Expansão de 10.000 MW de Usinas Nucleares
Eólica,6556,43831,89027,123892,60. Expansão de 10.000 MW de Usinas Nucleares
Solar,21,2170,4719,34343,60. Expansão de 10.000 MW de Usinas Nucleares
Outros,490,490,490,490,60. Expansão de 10.000 MW de Usinas Nucleares
Pot. Compl.,0,12920,27244,57802,60. Expansão de 10.000 MW de Usinas Nucleares
GD,17,13669,27728,49888,60. Expansão de 10.000 MW de Usinas Nucleares
Hidro,95237,132819,135189,135303,16. Capacidade Instalada Total de PV Solar limitada a 50 GW (cada uma) no horizonte
Gás Natural,11242,17500,25626,34361,16. Capacidade Instalada Total de PV Solar limitada a 50 GW (cada uma) no horizonte
Carvão,3174,2251,340,0,16. Capacidade Instalada Total de PV Solar limitada a 50 GW (cada uma) no horizonte
Nuclear,1990,3395,3395,3395,16. Capacidade Instalada Total de PV Solar limitada a 50 GW (cada uma) no horizonte
Óleos Comb,5184,0,0,0,16. Capacidade Instalada Total de PV Solar limitada a 50 GW (cada uma) no horizonte
Biomassa,12000,13395,13395,13009,16. Capacidade Instalada Total de PV Solar limitada a 50 GW (cada uma) no horizonte
Eólica,6556,52519,116926,173765,16. Capacidade Instalada Total de PV Solar limitada a 50 GW (cada uma) no horizonte
Solar,21,6670,22500,42500,16. Capacidade Instalada Total de PV Solar limitada a 50 GW (cada uma) no horizonte
Outros,490,490,490,490,16. Capacidade Instalada Total de PV Solar limitada a 50 GW (cada uma) no horizonte
Pot. Compl.,0,13645,41134,68629,16. Capacidade Instalada Total de PV Solar limitada a 50 GW (cada uma) no horizonte
GD,17,13669,27728,49888,16. Capacidade Instalada Total de PV Solar limitada a 50 GW (cada uma) no horizonte
Hidro,95237,137154,156949,162478,59. Expansão de 8.000 MW de Usinas Nucleares
Gás Natural,11242,17034,24435,24872,59. Expansão de 8.000 MW de Usinas Nucleares
Carvão,3174,2251,340,0,59. Expansão de 8.000 MW de Usinas Nucleares
Nuclear,1990,3395,7395,11395,59. Expansão de 8.000 MW de Usinas Nucleares
Óleos Comb,5184,0,0,0,59. Expansão de 8.000 MW de Usinas Nucleares
Biomassa,12000,25096,25096,25096,59. Expansão de 8.000 MW de Usinas Nucleares
Eólica,6556,43769,92748,126407,59. Expansão de 8.000 MW de Usinas Nucleares
Solar,21,2170,4719,34878,59. Expansão de 8.000 MW de Usinas Nucleares
Outros,490,490,490,490,59. Expansão de 8.000 MW de Usinas Nucleares
Pot. Compl.,0,12885,27724,58265,59. Expansão de 8.000 MW de Usinas Nucleares
GD,17,13669,27728,49888,59. Expansão de 8.000 MW de Usinas Nucleares
Hidro,95237,134754,137166,137166,13. Capacidade Instalada Total de Eólica limitada a 50 GW no horizonte
Gás Natural,11242,21485,33198,37395,13. Capacidade Instalada Total de Eólica limitada a 50 GW no horizonte
Carvão,3174,2251,340,0,13. Capacidade Instalada Total de Eólica limitada a 50 GW no horizonte
Nuclear,1990,3395,3395,3395,13. Capacidade Instalada Total de Eólica limitada a 50 GW no horizonte
Óleos Comb,5184,0,0,0,13. Capacidade Instalada Total de Eólica limitada a 50 GW no horizonte
Biomassa,12000,25096,27372,27372,13. Capacidade Instalada Total de Eólica limitada a 50 GW no horizonte
Eólica,6556,32833,32635,46120,13. Capacidade Instalada Total de Eólica limitada a 50 GW no horizonte
Solar,21,17600,127868,187064,13. Capacidade Instalada Total de Eólica limitada a 50 GW no horizonte
Outros,490,490,490,490,13. Capacidade Instalada Total de Eólica limitada a 50 GW no horizonte
Pot. Compl.,0,9189,39506,81122,13. Capacidade Instalada Total de Eólica limitada a 50 GW no horizonte
GD,17,13669,27728,49888,13. Capacidade Instalada Total de Eólica limitada a 50 GW no horizonte
Hidro,95237,132640,135010,135084,21. Redução de 50% no CAPEX de Usina Nuclear
Gás Natural,11242,16879,25930,32294,21. Redução de 50% no CAPEX de Usina Nuclear
Carvão,3174,2251,340,0,21. Redução de 50% no CAPEX de Usina Nuclear
Nuclear,1990,7505,7505,7505,21. Redução de 50% no CAPEX de Usina Nuclear
Óleos Comb,5184,0,0,0,21. Redução de 50% no CAPEX de Usina Nuclear
Biomassa,12000,13833,13833,13834,21. Redução de 50% no CAPEX de Usina Nuclear
Eólica,6556,45888,99798,143814,21. Redução de 50% no CAPEX de Usina Nuclear
Solar,21,6353,31302,74260,21. Redução de 50% no CAPEX de Usina Nuclear
Outros,490,490,490,490,21. Redução de 50% no CAPEX de Usina Nuclear
Pot. Compl.,0,12171,36854,65676,21. Redução de 50% no CAPEX de Usina Nuclear
GD,17,13669,27728,49888,21. Redução de 50% no CAPEX de Usina Nuclear
Hidro,95237,139308,157299,163065,44. Integração Elétrica com países da América do Sul
Gás Natural,11242,16777,24178,24615,44. Integração Elétrica com países da América do Sul
Carvão,3174,2251,340,0,44. Integração Elétrica com países da América do Sul
Nuclear,1990,3395,3395,3395,44. Integração Elétrica com países da América do Sul
Óleos Comb,5184,0,0,0,44. Integração Elétrica com países da América do Sul
Biomassa,12000,25096,25096,25096,44. Integração Elétrica com países da América do Sul
Eólica,6556,43787,98772,147443,44. Integração Elétrica com países da América do Sul
Solar,21,2170,4719,28450,44. Integração Elétrica com países da América do Sul
Outros,490,490,490,490,44. Integração Elétrica com países da América do Sul
Pot. Compl.,0,11769,32025,62353,44. Integração Elétrica com países da América do Sul
GD,17,13669,27728,49888,44. Integração Elétrica com países da América do Sul
Hidro,95237,129711,134809,134954,17. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Gás Natural,11242,14533,21933,25802,17. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Carvão,3174,2251,340,0,17. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Nuclear,1990,3395,3395,3395,17. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Óleos Comb,5184,0,0,0,17. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Biomassa,12000,25498,27520,28546,17. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Eólica,6556,46062,100543,140942,17. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Solar,21,2170,10075,53033,17. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Outros,490,490,490,490,17. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Pot. Compl.,0,7776,32671,62901,17. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
GD,17,13669,27728,49888,17. Aumento do fator de capacidade das usinas a bagaço usando insumo com custo na entressafra
Hidro,95237,132679,135465,135465,12. Frota de veículos leves integralmente elétrica em 2050
Gás Natural,11242,17680,28280,37530,12. Frota de veículos leves integralmente elétrica em 2050
Carvão,3174,2251,340,0,12. Frota de veículos leves integralmente elétrica em 2050
Nuclear,1990,3395,3395,3395,12. Frota de veículos leves integralmente elétrica em 2050
Óleos Comb,5184,0,0,0,12. Frota de veículos leves integralmente elétrica em 2050
Biomassa,12000,13395,13395,13009,12. Frota de veículos leves integralmente elétrica em 2050
Eólica,6556,54324,148256,246146,12. Frota de veículos leves integralmente elétrica em 2050
Solar,21,8144,25190,43015,12. Frota de veículos leves integralmente elétrica em 2050
Outros,490,490,490,490,12. Frota de veículos leves integralmente elétrica em 2050
Pot. Compl.,0,12818,36197,58722,12. Frota de veículos leves integralmente elétrica em 2050
GD,17,13669,27728,49888,12. Frota de veículos leves integralmente elétrica em 2050
Hidro,95237,139443,157387,165362,37. Matriz Elétrica com expansão 100% renovável
Gás Natural,11242,6923,1577,0,37. Matriz Elétrica com expansão 100% renovável
Carvão,3174,2251,340,0,37. Matriz Elétrica com expansão 100% renovável
Nuclear,1990,3395,3395,3395,37. Matriz Elétrica com expansão 100% renovável
Óleos Comb,5184,0,0,0,37. Matriz Elétrica com expansão 100% renovável
Biomassa,12000,26287,26287,25901,37. Matriz Elétrica com expansão 100% renovável
Eólica,6556,49856,128765,175748,37. Matriz Elétrica com expansão 100% renovável
Solar,21,2170,4719,47677,37. Matriz Elétrica com expansão 100% renovável
Outros,490,490,0,0,37. Matriz Elétrica com expansão 100% renovável
Pot. Compl.,0,11829,42891,77275,37. Matriz Elétrica com expansão 100% renovável
GD,17,13669,27728,49888,37. Matriz Elétrica com expansão 100% renovável
